feature,importance
"Name_Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",0.0
"Name_Endres, Miss. Caroline Louise",0.0
"Name_Foreman, Mr. Benjamin Laventall",0.0
"Name_Fortune, Miss. Alice Elizabeth",0.0
"Name_Fortune, Miss. Mabel Helen",0.0
"Name_Fortune, Mr. Charles Alexander",0.0
"Name_Fortune, Mr. Mark",0.0
"Name_Francatelli, Miss. Laura Mabel",0.0
"Name_Frolicher, Miss. Hedwig Margaritha",0.0
"Name_Futrelle, Mr. Jacques Heath",0.0
"Name_Gee, Mr. Arthur H",0.0
"Name_Giglio, Mr. Victor",0.0
"Name_Goldenberg, Mr. Samuel L",0.0
"Name_Goldschmidt, Mr. George B",0.0
"Name_Graham, Mr. George Edward",0.0
"Name_Graham, Mrs. William Thompson (Edith Junkins)",0.0
"Name_Greenfield, Mr. William Bertram",0.0
"Name_Guggenheim, Mr. Benjamin",0.0
"Name_Harper, Mr. Henry Sleeper",0.0
"Name_Harper, Mrs. Henry Sleeper (Myna Haxtun)",0.0
"Name_Harris, Mr. Henry Birkhardt",0.0
"Name_Harris, Mrs. Henry Birkhardt (Irene Wallach)",0.0
"Name_Hassab, Mr. Hammad",0.0
"Name_Hays, Miss. Margaret Bechstein",0.0
"Name_Hays, Mrs. Charles Melville (Clara Jennings Gregg)",0.0
"Name_Hippach, Miss. Jean Gertrude",0.0
"Name_Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",0.0
"Name_Hogeboom, Mrs. John C (Anna Andrews)",0.0
"Name_Hoyt, Mr. Frederick Maxfield",0.0
"Name_Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",0.0
"Name_Isham, Miss. Ann Elizabeth",0.0
"Name_Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",0.0
"Name_Kent, Mr. Edward Austin",0.0
"Name_Kimball, Mr. Edwin Nelson Jr",0.0
"Name_Leader, Dr. Alice (Farnham)",0.0
"Name_Lemore, Mrs. (Amelia Milley)",0.0
"Name_Lesurer, Mr. Gustave J",0.0
"Name_Levy, Mr. Rene Jacques",0.0
"Name_Lines, Miss. Mary Conover",0.0
"Name_Long, Mr. Milton Clyde",0.0
"Name_Longley, Miss. Gretchen Fiske",0.0
"Name_Lurette, Miss. Elise",0.0
